lat,lon,state,county,site_name,nearest_station_miles
42.86183,-71.878626,New Hampshire,Hillsborough,MILLER STATE PARK,20.536409566270983
36.608,-82.1641,Virginia,Bristol City,Highland View Elementary School,20.4480819978485
36.538761,-82.521599,Tennessee,Sullivan,Kingsport PM,20.4480819978485
41.399167,-73.443056,Connecticut,Fairfield,Western Conn State Univ,20.380962702379186
33.217046,-117.396249,California,San Diego,Camp Pendleton,20.35493490038537
39.755969,-84.198674,Ohio,Montgomery,Sinclair,20.308128649073314
41.0604,-81.9239,Ohio,Medina,Chippewa,20.05718129108556
40.787628,-74.676301,New Jersey,Morris,Chester,20.00358756108345
42.240556,-83.599722,Michigan,Washtenaw,"YPSILANTI TOWNER ST, SOUTH;",19.81691191968355
35.551868,-80.395039,North Carolina,Rowan,Rockwell,19.577072959430353
35.59095,-78.4622,North Carolina,Johnston,West Johnston Co.,19.33453460795225
40.304694,-79.505667,Pennsylvania,Westmoreland,LAT/LON POINT IS TRAILER,19.185888117210663
39.18919,-121.99887,California,Colusa,Colusa-Sunrise Blvd,19.118264989801162
39.021221,-122.281803,California,Colusa,Cortina Indian Rancheria,19.118264989801162
32.84755,-79.96516,South Carolina,Charleston,North Charleston Fire Station,19.02842128906315
32.941023,-79.657187,South Carolina,Charleston,CAPE ROMAIN,19.02842128906315
39.39861,-123.35872,California,Mendocino,Willits-Blosser Lane,18.963005014644324
29.922894,-93.909018,Texas,Jefferson,Port Arthur Memorial School,18.854887305333754
35.939078,-84.542802,Tennessee,Roane,Harriman,18.752629061468035
35.721095,-84.343035,Tennessee,Loudon,Loudon School,18.752629061468035
41.550556,-73.043611,Connecticut,New Haven,Meadow and Bank Streets,18.683900810152927
36.953256,-120.034203,California,Madera,Madera-City,18.522941142583022
42.452299,-73.239648,Massachusetts,Berkshire,,18.4677354190242
29.162997,-98.589158,Texas,Atascosa,Von Ormy Highway 16,18.464433301329997
36.30815,-119.3129,California,Tulare,Visalia-W. Ashland Avenue,18.453012820133015
40.60055,-112.35578,Utah,Tooele,Erda,18.287147523396328
39.01893,-122.91333,California,Lake,Lakeport-S. Main Street,18.18933986526445
39.15047,-123.20655,California,Mendocino,Ukiah-Library,18.18933986526445
29.275381,-98.311692,Texas,Bexar,Calaveras Lake,18.145962877211815
30.203984,-91.125925,Louisiana,Iberville,Geismar,18.054917693140798
48.760036,-122.456463,Washington,Whatcom,Bellingham-Pacific St,18.054782034029476
48.52059,-122.61428,Washington,Skagit,Anacortes-202 Ave,18.054782034029476
40.246528,-77.18675,Pennsylvania,Cumberland,Carlisle,17.96316343017358
39.278117,-80.34225,West Virginia,Harrison,WASHINGTON IRVING JUNIOR HIGH SCHOOL,17.897996037638286
30.262347,-93.284906,Louisiana,Calcasieu,Westlake,17.80602786313273
33.85275,-116.54101,California,Riverside,Palm Springs,17.781486557472732
33.944713,-116.830074,California,Riverside,Morongo Air Monitoring Station,17.781486557472732
37.103733,-76.387017,Virginia,Hampton City,NASA Langley Research Center,17.75834471145353
47.185833,-101.428056,North Dakota,Oliver,HANNOVER,17.744728592430736
47.298611,-101.766944,North Dakota,Mercer,BEULAH NORTH,17.744728592430736
26.687606,-80.219619,Florida,Palm Beach,Lamstein Lane,17.71540989215953
34.015436,-84.607423,Georgia,Cobb,Kennesaw,17.702851258851776
41.170833,-73.194722,Connecticut,Fairfield,Roosevelt School-Bridgeport,17.672567841343444
41.3014,-72.902871,Connecticut,New Haven,Criscuolo Park-New Haven,17.672567841343444
40.309722,-78.915,Pennsylvania,Cambria,Johnstown,17.50064694144409
40.56333,-78.919972,Pennsylvania,Indiana,Strongstown,17.50064694144409
34.63782,-120.4575,California,Santa Barbara,Lompoc H Street,17.485744066694526
41.615237,-71.72,Rhode Island,Kent,AJ,17.45386922590962
41.49511,-71.423705,Rhode Island,Washington,US-EPA Laboratory,17.45386922590962
39.101439,-90.344494,Illinois,Jersey,JERSEYVILLE WATER TREATMENT PLANT (WTP),17.443714507462566
35.953708,-96.004975,Oklahoma,Tulsa,Glenpool,17.39221609082069
36.204902,-95.976537,Oklahoma,Tulsa,TULSA CENTRAL,17.39221609082069
42.767786,-86.148577,Michigan,Allegan,966 32nd St (Holland),17.38642127056062
37.35748,-77.59355,Virginia,Chesterfield,VDOT Chesterfield Residency Shop,17.358744855837863
39.305021,-75.797317,Maryland,Kent,Millington,17.34410339443103
30.227798,-93.579965,Louisiana,Calcasieu,Vinton,17.324546896803046
30.194167,-93.866944,Texas,Orange,,17.324546896803046
44.52839,-72.86884,Vermont,Chittenden,PROCTOR MAPLE RESEARCH CTR,17.268397940771305
39.303174,-94.377014,Missouri,Clay,Liberty,17.194585881830825
38.897557,-119.732507,Nevada,Douglas,Ranchos Aspen Park,17.14400379074624
39.1447,-119.7661,Nevada,Carson City,Carson City Armory,17.14400379074624
46.594952,-120.512283,Washington,Yakima,YAKIMA - 4TH AVE,17.128490289151753
41.707212,-86.891216,Indiana,LaPorte,MARSH ELEMENTARY ON THE ROOF,17.0975479441517
41.526885,-88.116474,Illinois,Will,PERSHING SCHOOL,16.955189193355775
39.917663,-79.805499,Pennsylvania,Fayette,Uniontown,16.611826912927718
32.877583,-111.752222,Arizona,Pinal,CASA GRANDE DOWNTOWN,16.56923123750852
32.884761,-112.03705,Arizona,Pinal,HIDDEN VALLEY,16.56923123750852
37.34438,-77.25925,Virginia,Charles,Shirley Plantation,16.557502753455346
46.713694,-92.511722,Minnesota,Carlton,Fond du Lac Band,16.5510024277594
42.082222,-111.864167,Idaho,Franklin,Preston,16.546166831914313
41.842649,-111.852199,Utah,Cache,Smithfield,16.546166831914313
18.198712,-66.052237,Puerto Rico,Caguas,,16.54014074983888
46.38024,-120.33266,Washington,Yakima,TOPPENISH - WARD RD (YAKAMA TRIBE),16.47279253229317
46.31932,-119.999677,Washington,Yakima,Sunnyside-S16th St (Harrison Middle School),16.47279253229317
40.515262,-74.806671,New Jersey,Hunterdon,Flemington,16.371896245796428
28.028889,-81.972222,Florida,Polk,Baptist Childrens' Home,16.369860708839752
39.481483,-80.134667,West Virginia,Marion,MARION HEALTH CARE HOSPITAL,16.288436451308627
39.649444,-79.920278,West Virginia,Monongalia,,16.288436451308627
35.49453,-120.66617,California,San Luis Obispo,Atascadero,16.247932064471357
40.814183,-79.56475,Pennsylvania,Armstrong,Kittanning,16.042818345242857
36.843425,-121.3621,California,San Benito,Hollister,15.952075551633365
36.999571,-121.574684,California,Santa Clara,Gilroy,15.952075551633365
35.785665,-115.357087,Nevada,Clark,Jean,15.900044080914302
36.48187,-121.73333,California,Monterey,Carmel Valley,15.872398601293346
36.694261,-121.623271,California,Monterey,Salinas 3,15.872398601293346
40.338516,-76.394788,Pennsylvania,Lebanon,Lebanon,15.815353703141527
38.93568,-121.09959,California,Placer,Auburn-Atwood,15.81224062909879
37.47689,-97.366399,Kansas,Sumner,PECK,15.784910138740562
37.702066,-97.314847,Kansas,Sedgwick,WICHITA HD,15.784910138740562
38.391799,-86.929668,Indiana,Dubois,Jasper PO,15.740613722932002
38.167523,-86.983214,Indiana,Spencer,Dale- David Turnham School,15.740613722932002
43.799501,-123.053487,Oregon,Lane,Cottage Grove - City Shops (CGC),15.731848703257636
42.862531,-71.38014,New Hampshire,Rockingham,MOOSEHILL SCHOOL,15.473398530722475
40.414877,-104.70693,Colorado,Weld,Greeley - Hospital,15.469069653260828
37.936013,-122.026154,California,Contra Costa,Concord,15.45728789810632
33.545278,-86.549167,Alabama,Jefferson,Leeds,15.349711550869447
36.31567,-119.643447,California,Kings,Hanford-Irwin,15.344182424017548
36.102244,-119.56565,California,Kings,Corcoran-Patterson,15.344182424017548
35.8145,-80.2627,North Carolina,Davidson,Lexington water tower,15.284867969559246
39.564178,-77.720244,Maryland,Washington,Hagerstown,15.284009613729786
47.012907,-114.224273,Montana,Missoula,French Town - Beckwith,15.204023353166852
46.842181,-114.021499,Montana,Missoula,MSLA Boyd Park,15.204023353166852
42.612085,-71.306986,Massachusetts,Middlesex,ChelmsfordNR,15.123475174536468
42.770837,-71.10229,Massachusetts,Essex,CONSENTINO SCHOOL.,15.123475174536468
35.259502,-120.64472,California,San Luis Obispo,SLO Roberto,15.018090126038496
40.203338,-85.387819,Indiana,Delaware,Muncie- Central HS,14.983948854064996
40.209387,-104.82405,Colorado,Weld,Platteville - Middle School,14.970282168947623
41.182227,-104.778334,Wyoming,Laramie,Cheyenne NCore,14.915367188188299
41.08536,-104.52277,Wyoming,Laramie,Laramie County Mobile,14.915367188188299
27.955133,-82.469532,Florida,Hillsborough,Munro Street (Near-Road),14.638826612111117
27.96565,-82.2304,Florida,Hillsborough,SYDNEY,14.638826612111117
42.702223,-73.110414,Massachusetts,Berkshire,North Adams,14.62731881774017
42.88759,-73.24984,Vermont,Bennington,Morse Airport - State of Vermont Property,14.62731881774017
41.685707,-71.169235,Massachusetts,Bristol,FALL RIVER,14.59711125176699
40.136378,-111.657936,Utah,Utah,Spanish Fork,14.448147481897662
40.341389,-111.713611,Utah,Utah,Lindon,14.448147481897662
35.768847,-83.942152,Tennessee,Blount,Maryville,14.433121488535981
34.25239,-119.143182,California,Ventura,El Rio-Rio Mesa School #2,14.397211957020016
34.44806,-119.2313,California,Ventura,Ojai - East Ojai Ave,14.397211957020016
40.617488,-79.727664,Pennsylvania,Allegheny,Harrison,14.33733901032906
32.003712,-106.599715,New Mexico,Dona Ana,6CM Anthony,14.324686612564108
37.155494,-118.293547,California,Inyo,Stn.1 Big Pine Paiute site,14.298258844027675
43.020075,-88.21507,Wisconsin,Waukesha,WAUKESHA - CLEVELAND AVE,14.253761529681285
45.528501,-122.972398,Oregon,Washington,Hillsboro - Hare Field (HHF),14.188613889594786
21.323745,-158.088613,Hawaii,Honolulu,Kapolei,14.087950370311239
29.529432,-98.391403,Texas,Bexar,San Antonio Interstate 35,13.815782403638925
29.51509,-98.620166,Texas,Bexar,San Antonio Northwest,13.815782403638925
35.856111,-78.574167,North Carolina,Wake,Millbrook School,13.79441121946173
37.642165,-120.994212,California,Stanislaus,Modesto-14th Street,13.711411106363359
37.488317,-120.836008,California,Stanislaus,Turlock,13.711411106363359
47.592675,-122.627397,Washington,Kitsap,Bremerton-Spruce Ave,13.706545517781311
33.83062,-117.93845,California,Orange,Anaheim,13.619638620439801
19.117561,-155.778136,Hawaii,Hawaii,HOVE,13.587183335662404
42.298493,-72.334079,Massachusetts,Hampshire,QUABBIN RES,13.420883104023758
35.969848,-114.835007,Nevada,Clark,Garrett Jr. High,13.364330406981422
46.8505,-111.987164,Montana,Lewis and Clark,NCORE - Sieben Flats,13.301440680218333
46.658762,-112.013089,Montana,Lewis and Clark,ROSSITER PUMP HOUSE,13.301440680218333
19.4308,-155.2578,Hawaii,Hawaii,Hawaii Volcanoes NP - Kilauea Visitors Center,13.294857739852564
38.66121,-121.73269,California,Yolo,Woodland-Gibson Road,13.240836757296657
39.28102,-78.08157,Virginia,Frederick,Rest,13.137870998982752
39.448105,-77.963845,West Virginia,Berkeley,MARTINSBURG BALL FIELD,13.137870998982752
40.021097,-105.263382,Colorado,Boulder,BOULDER CHAMBER OF COMMERCE,13.121176611053453
40.164576,-105.100856,Colorado,Boulder,LONGMONT - MUNICIPAL BLDG,13.121176611053453
41.69666,-86.214722,Indiana,St. Joseph,South Bend-Shields Dr.,13.030887570441182
41.657155,-85.968446,Indiana,Elkhart,Elkhart- Prairie St.,13.030887570441182
39.114313,-77.106876,Maryland,Montgomery,Rockville,12.944429746418017
32.97833,-115.53917,California,Imperial,Brawley-220 Main Street,12.900135794754856
64.762641,-147.310279,Alaska,Fairbanks North Star ,North Pole Fire Station #3,12.695776426158126
40.462182,-74.429439,New Jersey,Middlesex,Rutgers University,12.68007742641585
38.754599,-82.91701,Ohio,Scioto,Portsmouth WTP,12.673460460162465
41.303614,-111.987871,Utah,Weber,Harrisville,12.639234657731349
41.485007,-112.021476,Utah,Box Elder,Brigham City #3,12.639234657731349
44.791437,-93.512534,Minnesota,Scott,B.F. Pearson School,12.616493689304443
35.8652,-78.8197,North Carolina,Wake,Triple Oak,12.495116142794227
36.032955,-78.904037,North Carolina,Durham,Durham Armory,12.495116142794227
33.331111,-87.003611,Alabama,Jefferson,McAdory,12.494471908036047
42.065106,-71.012129,Massachusetts,Plymouth,Brockton Buckley,12.411432606079197
38.06091,-85.89804,Kentucky,Jefferson,Watson Lane,12.394803274822925
36.595556,-118.049167,California,Inyo,Lone Pine Paiute-Shoshone Reservation,12.385995280606057
36.487823,-117.871036,California,Inyo,Keeler,12.385995280606057
25.794222,-80.215556,Florida,Miami-Dade,Miami Fire Station,12.290492257581787
45.13768,-93.207615,Minnesota,Anoka,Anoka County Airport,12.129203312050771
32.6056,-83.5978,Georgia,Houston,Warner Robins,12.107642079939579
41.23172,-80.80116,Ohio,Trumbull,Laird Eng Bldg,12.04858264450519
42.221442,-88.242207,Illinois,McHenry,CARY GROVE HS,11.963715062124985
42.050403,-88.280015,Illinois,Kane,MCKINLEY SCHOOL,11.963715062124985
36.985119,-119.658339,California,Fresno,Table Mountain Air Monitoring Site,11.868508764727828
39.15564,-75.51821,Delaware,Kent,PLATFORM IN FIELD BEHIND DELAWARE FED. CREDIT UNION BLDG,11.838697220423464
38.986681,-75.556818,Delaware,Kent,PROPERTY OF KILLENS POND STATE PARK; BEHIND FARM BUILDINGS,11.838697220423464
38.494475,-121.211131,California,Sacramento,Sloughhouse,11.828926502654781
19.060655,-155.579159,Hawaii,Hawaii,Naalehu-TS,11.787325256958155
19.2039,-155.480183,Hawaii,Hawaii,Pahala,11.787325256958155
38.410242,-82.432436,West Virginia,Cabell,,11.78042318901262
38.102507,-122.237976,California,Solano,Vallejo,11.75117411854647
37.793392,-121.247874,California,San Joaquin,Manteca,11.743567740299568
37.961578,-121.281414,California,San Joaquin,Stockton - University Park,11.743567740299568
39.410191,-76.296946,Maryland,Harford,Edgewood,11.719081932920309
34.890667,-120.432844,California,Santa Barbara,Santa Maria,11.654065863525506
34.210169,-118.870509,California,Ventura,Thousand Oaks,11.625360013788093
40.918381,-74.168092,New Jersey,Passaic,Paterson,11.48137351209416
26.456944,-80.092778,Florida,Palm Beach,DELRAY BEACH,11.420350045711803
34.404281,-118.80998,California,Ventura,Piru - Pacific,11.399152237585202
42.984173,-85.671339,Michigan,Kent,GR-MONROE,11.092437772379302
42.894444,-85.852778,Michigan,Ottawa,Jenison,11.092437772379302
27.785866,-82.739875,Florida,Pinellas,Azalea Park,11.085099745298251
27.946688,-82.731767,Florida,Pinellas,St. Petersburg College,11.085099745298251
41.215014,-80.484779,Pennsylvania,Mercer,Farrell,11.064422890855713
41.106182,-80.640576,Ohio,Mahoning,Youngstown State,11.064422890855713
34.843895,-82.414585,South Carolina,Greenville,Greenville ESC,10.993632975861892
34.751848,-82.256701,South Carolina,Greenville,Hillcrest Middle School,10.993632975861892
34.106678,-117.274063,California,San Bernardino,San Bernardino,10.991113766816692
37.297883,-80.081017,Virginia,Salem City,Salem High School,10.872445039879414
37.28342,-79.88452,Virginia,Roanoke,East Vinton Elementary School,10.872445039879414
32.842318,-116.768293,California,San Diego,Alpine,10.868203358028046
32.789565,-116.944308,California,San Diego,El Cajon - Lexington Elementary School,10.868203358028046
35.320105,-97.484099,Oklahoma,Cleveland,MOORE,10.810933667704736
28.746111,-81.310556,Florida,Seminole,Sanford (Seminole Community College),10.782737316390614
28.596389,-81.3625,Florida,Orange,WINTER PARK,10.782737316390614
40.009544,-85.52347,Indiana,Henry,Mechanicsburg- Shenandoah HS/ behind the football field,10.525335241217308
40.125703,-85.652184,Indiana,Madison,Anderson- Eastside Elem. School,10.525335241217308
38.838575,-94.746424,Kansas,Johnson,HERITAGE PARK,10.51360584666048
38.75961,-94.57983,Missouri,Cass,Richard Gebaur-South,10.51360584666048
39.834461,-75.768242,Pennsylvania,Chester,New Garden,10.425535689143173
39.702982,-75.864771,Maryland,Cecil,Fair Hill Natural Resource Management Area,10.425535689143173
40.114876,-80.700972,West Virginia,Ohio,,10.4227130015966
40.496392,-112.036298,Utah,Salt Lake,Herriman #3,10.255482791666699
40.146667,-79.902222,Pennsylvania,Washington,,10.228058241402842
45.64336,-122.58737,Washington,Clark,Vancouver-NE 84th Ave,10.160441042267417
34.276316,-118.683685,California,Ventura,Simi Valley-Cochran Street,10.142000271421114
34.19925,-118.53276,California,Los Angeles,Reseda,10.142000271421114
40.112222,-75.309167,Pennsylvania,Montgomery,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,10.0841675133403
32.985428,-117.082198,California,San Diego,San Diego -Rancho Carmel Drive,9.929629724519181
38.59246,-82.80677,Ohio,Scioto,East Haverhill,9.886185030101636
30.041238,-90.272826,Louisiana,Jefferson,Kenner,9.77873336532451
38.44853,-90.3986,Missouri,Jefferson,Arnold West,9.77355212075457
45.496641,-122.602877,Oregon,Multnomah,"Portland - SE Lafayette St (SEL) [NCore, PAMS]",9.661649329228029
45.3992,-122.7455,Oregon,Washington,Tualatin - Bradbury Court (TBC) [Near Road],9.661649329228029
36.29756,-86.653137,Tennessee,Sumner,Hendersonville,9.63105402181165
35.614131,-97.475083,Oklahoma,Oklahoma,OKC NORTH,9.60357570176676
34.075687,-81.124988,South Carolina,Richland,Irmo DJJ,9.41423952709386
34.093959,-80.962304,South Carolina,Richland,PARKLANE,9.41423952709386
32.845709,-117.123964,California,San Diego,San Diego - Kearny Villa Rd.,9.402797883841318
32.67618,-115.48307,California,Imperial,Calexico-Ethel Street,9.254488247626822
32.79222,-115.56306,California,Imperial,El Centro-9th Street,9.254488247626822
41.771071,-88.152534,Illinois,DuPage,CITY HALL,9.183917268317522
41.784717,-88.329374,Illinois,Kane,KANE COUNTY HEALTH DEPT,9.183917268317522
35.197288,-90.193141,Arkansas,Crittenden,MARION,9.14955063739552
35.151194,-90.041559,Tennessee,Shelby,Alabama Ave. Station,9.14955063739552
40.445278,-80.420833,Pennsylvania,Washington,,9.125060440055453
43.59946,-116.52924,Idaho,Canyon,Nampa - Ridgecrest,9.100831737295117
43.600699,-116.347853,Idaho,Ada,Meridian - St. Luke's,9.100831737295117
34.01029,-118.0685,California,Los Angeles,Pico Rivera #2,9.077657152657462
29.770698,-95.031232,Texas,Harris,Baytown,9.071112398776847
40.043833,-76.1124,Pennsylvania,Lancaster,Lancaster Downwind,9.066041911071293
40.046667,-76.283333,Pennsylvania,Lancaster,Lancaster,9.066041911071293
29.583047,-95.015544,Texas,Harris,Seabrook Friendship Park,9.06088505212616
37.97231,-122.520004,California,Marin,San Rafael,8.948361001489532
39.399837,-119.739606,Nevada,Washoe,Toll,8.93590075251971
40.272222,-76.681389,Pennsylvania,Dauphin,Hershey,8.924942267260288
40.246992,-76.846988,Pennsylvania,Dauphin,Harrisburg,8.924942267260288
30.135797,-81.633981,Florida,Duval,Mandarin,8.896333698201824
25.941944,-80.326389,Florida,Miami-Dade,Palm Springs Fire Station,8.834729234943794
32.578165,-116.921374,California,San Diego,Donovan,8.825896627572604
39.460478,-76.633543,Maryland,Baltimore,Padonia,8.814383532129535
36.026612,-80.341962,North Carolina,Forsyth,Clemmons Middle,8.77702809293511
36.11094,-80.224501,North Carolina,Forsyth,Hattie Avenue,8.77702809293511
29.670025,-95.128508,Texas,Harris,Houston Deer Park #2,8.728123541067168
41.44013,-81.494833,Ohio,Cuyahoga,Cleveland Near Road,8.687555653939468
35.434767,-83.442133,North Carolina,Swain,Bryson City,8.646773823773284
35.498711,-83.310242,North Carolina,Swain,Old High School,8.646773823773284
39.800339,-75.212119,New Jersey,Gloucester,Clarksboro,8.558964671445755
40.902967,-111.884467,Utah,Davis,Bountiful Viewmont,8.549129087442187
40.05278,-88.37251,Illinois,Champaign,ISWS CLIMATE STATION,8.542082716292878
40.123886,-88.240553,Illinois,Champaign,709 N. Champaign St.,8.542082716292878
29.943164,-89.97625,Louisiana,St. Bernard,Chalmette Vista,8.541415129824921
29.723333,-95.635833,Texas,Harris,Houston Westhollow,8.431442638680458
29.695729,-95.499219,Texas,Harris,Houston Bayland Park,8.431442638680458
39.2787,-84.36625,Ohio,Hamilton,Sycamore,8.39319058001311
19.509778,-155.913417,Hawaii,Hawaii,Kona,8.354107422870843
19.618158,-155.971242,Hawaii,Hawaii,Kailua-Kona,8.354107422870843
40.375644,-80.169943,Pennsylvania,Allegheny,South Fayette,8.335128247078597
40.268963,-80.243995,Pennsylvania,Washington,Marcellus,8.335128247078597
19.717562,-155.11053,Hawaii,Hawaii,Hilo,8.117018885166438
47.386111,-122.230278,Washington,King,KENT - JAMES & CENTRAL,8.087311327549974
34.427775,-119.691218,California,Santa Barbara,Santa Barbara,7.929243401257442
34.44551,-119.8284,California,Santa Barbara,Goleta,7.929243401257442
31.765685,-106.455227,Texas,El Paso,El Paso Chamizal,7.890034059640193
33.610845,-84.390717,Georgia,Clayton,Forest Park,7.8420521886873065
33.6878,-84.2905,Georgia,DeKalb,South DeKalb,7.8420521886873065
40.807897,-112.087717,Utah,Salt Lake,Inland Port,7.736645758221535
39.960884,-85.939546,Indiana,Hamilton,11775 Brooks School Rd.,7.717780577272322
39.928804,-86.078775,Indiana,Hamilton,Carmel- Hazel Dell Pkwy.,7.717780577272322
37.67132,-77.5664,Virginia,Henrico,DEQ Piedmont Regional Office,7.692166446616178
26.132677,-80.169817,Florida,Broward,Near Road - Fort Lauderdale,7.664882377656502
36.98332,-121.98822,California,Santa Cruz,Santa Cruz,7.604080314655175
37.06315,-122.083092,California,Santa Cruz,San Lorenzo Valley Middle School,7.604080314655175
34.030833,-117.61722,California,San Bernardino,Ontario-Route 60 Near Road,7.547910625467322
32.194671,-111.033167,Arizona,Pima,Ted Walker Park,7.537039753249781
42.241229,-70.963346,Massachusetts,Norfolk,,7.493986359296584
38.613779,-121.368014,California,Sacramento,Sacramento-Del Paso Manor,7.459371882245212
34.1326,-118.1272,California,Los Angeles,Pasadena,7.3052547485877115
34.06659,-118.22688,California,Los Angeles,Los Angeles-North Main Street,7.3052547485877115
32.710177,-117.142665,California,San Diego,San Diego - Sherman Elementary School,7.301712709966674
32.631242,-117.059088,California,San Diego,Chula Vista,7.301712709966674
30.354722,-81.547778,Florida,Duval,Sunny Acres,7.250541717119342
30.262778,-81.606833,Florida,Duval,Pepsi Place,7.250541717119342
37.9604,-122.356811,California,Contra Costa,San Pablo,7.227184567501464
37.765946,-122.399044,California,San Francisco,San Francisco,7.22062970507585
34.10002,-117.49201,California,San Bernardino,Fontana,7.144750400997215
39.551279,-75.732015,Delaware,New Castle,Lums Pond,7.091103189383462
39.577647,-75.603659,Delaware,New Castle,Route 9 Delaware City,7.091103189383462
36.270592,-115.238282,Nevada,Clark,Joe Neal,7.0885338602430386
39.36326,-74.431,New Jersey,Atlantic,Atlantic City,7.073838736795893
39.464872,-74.448736,New Jersey,Atlantic,Brigantine,7.073838736795893
39.021881,-84.47445,Kentucky,Campbell,NORTHERN KENTUCKY UNIVERSITY (NKU),7.05946716535108
38.683304,-121.164457,California,Sacramento,Folsom-Natoma St.,6.96221516764183
38.74643,-121.26498,California,Placer,Roseville-N Sunrise Ave,6.96221516764183
41.55523,-81.575256,Ohio,Cuyahoga,District 6,6.900282239029674
41.133294,-95.956103,Nebraska,Sarpy,ON GOLDEN HILLS ELEMENTARY ROOF,6.8815852107805
33.57453,-112.19193,Arizona,Maricopa,GLENDALE,6.872962318716845
42.463063,-83.183199,Michigan,Oakland,Oak Park,6.804782057625151
42.385998,-83.266189,Michigan,Wayne,Eliza Howell-NR,6.804782057625151
36.004733,-115.268517,Nevada,Clark,Mountains Edge Park,6.802349344715002
35.987908,-115.148885,Nevada,Clark,Liberty High School,6.802349344715002
36.841883,-76.181233,Virginia,Virginia Beach City,DEQ Tidewater Regional Office,6.723105595694816
36.85555,-76.30135,Virginia,Norfolk City,NOAA,6.723105595694816
42.474642,-70.970816,Massachusetts,Essex,LYNN WATER TREATMENT PLANT,6.663552817541194
29.996013,-90.11819,Louisiana,Orleans,I-610,6.610764694804718
29.900314,-90.109836,Louisiana,Jefferson,Marrero,6.610764694804718
36.048705,-115.052942,Nevada,Clark,Green Valley,6.5841005413605345
37.701222,-121.903019,California,Alameda,Pleasanton - Owens Ct,6.578782322070038
32.664753,-97.337917,Texas,Tarrant,Fort Worth California Parkway North,6.510223383902788
41.965193,-87.876265,Illinois,Cook,IEPA TRAILER,6.507523742697886
32.521272,-84.944635,Georgia,Muscogee,Columbus-Airport,6.4687415189010435
42.139996,-87.799227,Illinois,Cook,NORTHBROOK WATER PLANT,6.410005353633658
42.060285,-87.863225,Illinois,Cook,REGIONAL OFFICE BUILDING,6.410005353633658
39.33746,-76.58905,Maryland,Baltimore (City),Lake Montebello,6.409519243228772
39.310833,-76.474444,Maryland,Baltimore,Essex,6.409519243228772
30.263204,-97.712891,Texas,Travis,Austin Webberville Rd,6.372343746058069
46.81826,-92.08936,Minnesota,Saint Louis,U of M - Duluth,6.307215177512263
46.743657,-92.165998,Minnesota,Saint Louis,Laura MacArthur School,6.307215177512263
39.055277,-76.878333,Maryland,Prince George's,HU-Beltsville,6.303014487594928
39.14313,-76.84611,Maryland,Howard,Howard County Near Road,6.303014487594928
29.81453,-95.38769,Texas,Harris,Houston North Loop,6.291620958808264
39.91251,-83.01159,Ohio,Franklin,Jackson Pike WWTP,6.289369349092428
37.743065,-122.169935,California,Alameda,Oakland,6.191030242342435
38.542551,-90.263711,Missouri,St. Louis City,South Broadway,6.1831038944804515
40.002707,-82.994424,Ohio,Franklin,Fairgrounds,6.145154693294635
40.50084,-80.066488,Pennsylvania,Allegheny,Avalon,6.0830286478931646
40.64182,-74.01871,New York,Kings,PS 314,6.008588558235867
32.777465,-83.640996,Georgia,Bibb,Macon-Alllied,5.989792796246291
32.805264,-83.543493,Georgia,Bibb,Macon-Forestry,5.989792796246291
38.23158,-85.82678,Kentucky,Jefferson,Algonquin Parkway,5.958396870629976
33.362593,-117.09023,California,San Diego,Pala Airpad,5.877566786880667
33.447867,-117.088649,California,Riverside,Pechanga,5.877566786880667
41.687165,-87.539315,Illinois,Cook,WASHINGTON HS,5.849970137529037
31.787885,-106.683324,New Mexico,Dona Ana,6ZN Santa Teresa,5.847677352816905
31.796218,-106.584434,New Mexico,Dona Ana,6ZM Desert View,5.847677352816905
43.01724,-87.93369,Wisconsin,Milwaukee,MILWAUKEE - SIXTEENTH ST. HEALTH CENTER,5.84482250223474
42.93257,-87.93434,Wisconsin,Milwaukee,MILWAUKEE - COLLEGE AVE. NR,5.84482250223474
40.11107,-83.065415,Ohio,Franklin,Smoky Row Near Road,5.824977095811411
40.0877,-82.959773,Ohio,Franklin,Maple Canyon,5.824977095811411
34.681343,-92.328697,Arkansas,Pulaski,DOYLE SPRINGS ROAD,5.8221236786742185
34.756189,-92.281296,Arkansas,Pulaski,PARR,5.8221236786742185
39.621434,-119.71877,Nevada,Washoe,Spanish Springs,5.752240252250819
40.709762,-112.00876,Utah,Salt Lake,Lake Park,5.70260762594648
40.054171,-74.985166,Pennsylvania,Philadelphia,Torresdale Station,5.659116815776859
41.670992,-87.732457,Illinois,Cook,VILLAGE GARAGE,5.635332245843922
29.901036,-95.326137,Texas,Harris,Houston Aldine,5.62300187063533
29.828086,-95.284096,Texas,Harris,Houston North Wayside,5.62300187063533
35.1852,-106.50815,New Mexico,Bernalillo,Foothills,5.598208177796355
41.197847,-96.056686,Nebraska,Douglas,ON TOP OF ELEMENTARY SCHOOL,5.539102508180412
39.534488,-105.070358,Colorado,Douglas,Chatfield State Park,5.534267632328296
39.604399,-105.019526,Colorado,Arapahoe,Arapahoe Community College,5.534267632328296
41.6175,-87.199167,Indiana,Porter,Ogden Dunes- Water Treatment Plant,5.52923327101875
40.46542,-79.960757,Pennsylvania,Allegheny,Lawrenceville,5.474607363654039
